题目T1,作者A1,地址AD,年份YR
语义角色标注及其在科技情报分析中的应用研究,祝娜1;王效岳2;白如江1;,山东理工大学图书馆;,2015
基于读者需求的高层知识人员引进创新研究,姜勇峰;肖可以;王君;,湘潭大学图书馆;,2015
数字时代目录学理论体系的形式与内容分析,王锰;郑建明1;陈雅1;,南京大学信息管理学院;,2015
数据媒体刍议,杭敏;吴亮1;王洋;,清华大学新闻与传播学院;清华大学传媒经济与管理研究中心;新华社;瞭望智库;新华社瞭望智库产品与创新中心;,2015
大数据时代APP电子期刊的分众传播趋势探索,秦旭剑;,吉林艺术学院新媒体学院;,2015
大数据时代出版业更应强化读者阅读意识,黄晓新;,中国新闻出版研究院党委;,2015
证券投资情报分析的原理和方法研究,王家军;,中国人民大学信息资源管理学院;,2015
宏观视角看银行财务风险,边东平;,财政部驻吉林省财政监察专员办事处;,2015
人类时空间行为数据观测体系架构及其关键问题,柯文前;俞肇元;陈伟1;王晗;赵珍珍;,南京师范大学地理科学学院;江苏省地理信息资源开发与利用协同创新中心;东北师范大学地理科学学院;南京大学地理与海洋科学学院;,2015
面向社会发展的城乡规划:规划转型的方向,王兴平;,东南大学建筑学院;东南大学区域与城市发展研究所;中国城市规划学会城市规划历史与理论学术委员会;,2015
2~n值命题演算的语义及其在大数据中的应用,洪龙;,南京邮电大学计算机学院;软件开发环境国家重点实验室;,2015
大数据时代政府智慧治理面临的挑战及对策研究,杨冬梅;,中共黑龙江省委党校公共管理教研部;,2015
大数据背景下网络信息的伦理失范、原因及对策,宋振超;黄洁;,南京邮电大学;,2015
《大数据时代的国家治理》,陈潭1;,NA,2015
“云物大智”与政府治理模式探索,陈立;,国家行政学院;,2015
大数据助力法律监督,白建军;,北京大学法学院;,2015
从政府信息公开到政府数据开放,胡小明;,中国信息协会;,2015
以改革创新精神推动智慧政务发展,张定安;,中国行政管理学会;全国政府绩效管理研究会;中国行政管理杂志社;,2015
xAPI——新一代学习技术规范引领智慧教育新标准,唐烨伟;赵桐;王伟5;,东北师范大学信息与软件工程学院;,2015
量化自我技术支持的未来学习构想与实现,张婷;李子运;,江苏师范大学教育研究院;,2015
融入“适应性”的教育游戏结构设计模型及实验研究,李馨;,中央电化教育馆中国电化教育杂志社;,2015
大数据时代对传统新闻媒体的颠覆与嬗变,朱金莉;,《当代广西》杂志社编辑部;,2015
基于网络搜索数据的消费者信心指数预测研究——以台湾地区为例,刘伟江1;李映桥;,吉林大学数量经济研究中心;,2015
省域高等教育科学发展评价的功能定位与技术创新,孙新宇;王少媛;,辽宁教育研究院;,2015
大数据时代统计学科建设与教学改革专家研讨会纪要,张维群;,NA,2015
高校网络圈群的特征及其舆情治理研究,段洪涛;赵欣;,上海交通大学网宣办;上海交通大学马克思主义学院;,2015
带权Bernstein基的对偶泛函在时序相似性度量中的应用,钟绍军;刘洪伟1;,中南财经政法大学统计与数学学院;湖北科技学院数学与统计学院;,2015
数据新闻生产价值困境,凌霞;,北京邮电大学;,2015
2014年美国电子书产业发展概况,李欣人;徐静瑶;,山东大学文学与新闻传播学院;,2015
浙江省社会科学信息学会召开2014年度学术年会,杨蔚琪;,浙江省社会科学信息学会;,2015
联邦检索研究综述,杨海锋;陆伟华1;,武汉大学信息管理学院;江西理工大学应用科学学院;,2015
科学家国际化识别研究,孙坦;黄金霞;张建勇;黄永文1;,中国科学院文献情报中心;,2015
大数据环境下图书馆实体音视频资源建设探讨,赵琨;,中国国家图书馆;,2015
基于用户行为信息的知识组织模型构建研究,吴恺;苏新宁1;郑昌兴;,南京大学信息管理学院;江苏省数据工程与知识服务重点实验室(南京大学);南京政治学院基础部;,2015
大数据背景下Web新型学科资源共享与开发研究,王兰成2;黄永勤;,南京政治学院上海校区军事信息管理系;,2015
结合替代计量学的数字图书馆知识服务新模式,魏思廷;,枣庄学院图书馆;,2015
“互联网思维”之思维,黄升民;刘珊;,中国传媒大学广告学院;,2015
2014年中国广播发展图景,孟伟1;,中国传媒大学传播研究院欧洲传媒研究中心;,2015
大数据时代下网络编辑新思维,李林容;,西南政法大学全球新闻与传播学院;,2015
全媒体背景下区域信息生态现状调查及改善策略——以浙江省金华市为例,金璐;金明生;,浙江省金华日报报业传媒集团;浙江师范大学图文信息中心;,2015
“数据驱动”与“叙述驱动”:数据新闻生产的双重动力,王强2;,四川大学文学与新闻学院;闽南师范大学新闻传播学院;,2015
论质量技术监督大数据,吴行惠;刘建华3;张东1;王光昕;,山东省质量技术监督局信息中心;,2015
余额宝的服务创新模式研究——基于四维度模型的解释,张瑾;陈丽珍;,江苏大学财经学院;,2015
互联网金融对农村金融的启示,刘志平;,中国人民银行临汾市中心支行;,2015
数字银行的国际趋势,沈一飞;姜晓芳;,金融信息化研究所;,2015
“丝绸之路经济带”能源合作现状及路径研究,郭菊娥;王树斌;夏兵;,西安交通大学管理学院;,2015
互联网金融发展的驱动因素和策略——基于长尾理论视角,霍兵;张延良;,山东大学经济学院;山东财经大学金融学院;,2015
借鉴大数据相关关系  提升信贷审批前瞻性,江明哲;,中国建设银行上海市分行;,2015
浅析集团公司财务信息安全防范措施,袁曙民;,北京京仪科技股份有限公司;,2015
基于生态位理论的绿色供应链知识动态嵌入机制研究,张轶;姚树俊;,陕西师范大学国际商学院;西安财经学院管理学院;,2015
大数据时代的新媒体文学研究,徐杰;,西南民族大学文学与新闻传播学院;,2015
大数据时代的汉语研究应对,张平1;彭海燕;,湖南大学中国语言文学学院;,2015
当前我国社会整合的基本态势与应对方略,刘锋;,北京大学马克思主义学院;,2015
完善我国价格决策公众参与的路径选择,张瑞平;,复旦大学国际关系与公共事务学院;,2015
大数据平台下的社会稳定风险评估:研究前瞻与应用挑战,刘泽照1;朱正威;,西安交通大学公共政策与管理学院;,2015
国际电子政务发展趋势及经验借鉴,王璟璇;杨道玲;,国家信息中心信息化研究部;,2015
大数据背景下数字资源智慧服务门户的构建及关键技术研究,陈巧1;丁卫泽;,南通大学;,2015
大数据时代高校网络思想政治教育的价值维度与实现方式,崔海英;,华东师范大学信息科学技术学院;,2015
数据新闻:社会精英话语权的消解,曾庆香;侯雪琪;,中国传媒大学新闻学院;,2015
量化自我技术教育应用的现状和趋势研究,张枝实1;张吉先;林卉;,浙江广播电视大学;,2015
“慕课”:高校思想政治教育面临的新挑战,高地;,东北师范大学思想政治教育研究中心;,2015
典籍英译作者身份识别研究,祁瑞华;霍跃红;郭旭;刘彩虹;,大连外国语大学计算机教研部;大连外国语大学英语学院;,2015
我国机构知识库网络影响力研究,李铭;翁淳光;,重庆医科大学医学信息学院;重庆医科大学图书馆;,2015
基于云计算的客户知识共享资源库平台构建,黄章树;李宝玉;陈翠萍;,福州大学经济与管理学院;,2015
面向TRIZ的专利自动分类研究,胡正银;方曙;文奕;张娴;梁田;,中国科学院成都文献情报中心;中国科学院大学;,2015
我国知识交流研究现状分析,杨瑞仙;,郑州大学信息管理学院;,2015
创新型可视化数据服务——上海图书馆的实践,杨佳1;梁永平;,上海图书馆;,2015
数据可视化在上海图书馆数据展示服务中的应用,赵斌;,上海图书馆;,2015
面向资源架构的数字图书馆,唐明伟;蒋勋;,南京审计学院管理科学与工程学院;南京大学信息管理学院;,2015
首届大数据时代创新与媒介变革研讨会在京召开,李栋;,NA,2015
群体性事件中的媒体协调与整合功能,马妍妍;,浙江树人大学人文学院;,2015
微博语境下大数据“技术神话”的建构与批判,何睿;,中国人民大学新闻学院;,2015
期刊产业数字化传播十年特征解析——基于龙源期刊TOP100十年数据的分析,祝兴平1;,中央财经大学新闻传播系;龙源期刊网络传播研究中心;,2015
云模式下出版发行行业供应链信息协同,石彤;,北京联合大学商务学院;,2015
生产性服务业促进制造业升级的机制分析——基于全球价值链视角,白清;,中国社会科学院研究生院财贸经济系;,2015
大数据挖掘的隐私风险及应对策略,胡水晶;,上海政法学院法律学院;,2015
色谱经济分析法研究述评,游士兵;曾恒;金嘉懿;,武汉大学经济与管理学院;,2015
进一步提高笑点,俞肖云;,河南省统计局;,2015
基于体感技术的京剧声场的数字化构建和再现,欧剑;王妍;,哈尔滨工业大学媒体技术与艺术系;,2015
从电视剧《红高粱》看大数据时代影视剧审美维度的差异化,朱旭辉;,绥化学院;,2015
用互联网思维创作专业纪录片——兼评《互联网时代》,赖黎捷;,重庆师范大学传媒学院;,2015
大数据时代民族文化传播创新探索,赵世环;,徐州工程学院;,2015
云计算对公共管理的影响——以美国联邦政府云计算战略为例,高奇琦;,中央编译局;华东政法大学政治学研究所;,2015
论国家治理商数,江必新;邵长茂;,中南大学法学院;,2015
“云治理”:大数据时代社会治理的新模式,李振华1;鲍宗豪;,同济大学马克思主义学院;华东理工大学人文科学研究院;上海师范大学都市文化研究中心;,2015
大数据技术在社会治理中的价值定位——以网络民主为例,李传军1;李怀阳;,中国人民大学公共管理学院;中国建筑材料科学研究总院;,2015
中国开放政府数据发展策略浅析,孙艳艳;吕志坚;,北京市科学技术情报研究所;,2015
MOOC有效教学的实施路径选择——基于国外MOOC教师的视角,郑燕林3;李卢一1;,东北师范大学计算机科学与信息技术学院;东北师范大学教育学部;,2015
MOOCs:从缘起演变到实践新常态——兼论“创客”、“互联网+”时代的发展机遇与挑战,姜强1;赵蔚2;,东北师范大学计算机科学与信息技术学院;,2015
我国高等教育MOOC平台及技术问题研究,杨玲;杨海平1;,"南京大学信息管理学院,出版研究院;",2015
本科课程评估结果群体特征研究,董礼;薛珊;卢晓东;,北京大学教务部评估办公室;国家教育行政学院教研部;北京大学教务部;,2015
大数据时代对当代统计学教育的挑战,刘春杰;,遵义师范学院 数学与计算科学学院;,2015
